"Id","Type","Zone","LotArea","LotConfig","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtRating","BsmtSF","CentralAir","X1stFlrSF","X2ndFlrSF","LowQualSF","LivAreaSF","FullBath","HalfBath","Bedrooms","Kitchen","KitchenQual","TotRms","Functional","Fireplaces","FireplaceQu","GarageType","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PoolArea","MoSold","YrSold","SaleCondition","SalePrice"
7178,120,"RL",11129,"CulDSac","TwnhsE","1Story",8,5,1989,1989,"Gable","Gd","TA","PConc","Gd","TA","Gd","GLQ",1558,"Y",1643,0,0,1759,1,1,1,1,"Gd",6,"Typ",2,"Gd","Attchd","Fin",2,481,"TA","TA",0,5,2007,"Normal",320645
7244,70,"RM",6610,"Corner","1Fam","2Story",5,5,1920,1949,"Gable","TA","TA","PConc","TA","TA","Mn","Unf",0,"N",575,622,0,1189,1,0,3,1,"TA",6,"Typ",0,NA,"Detchd","Unf",1,190,"Fa","Fa",0,7,2008,"Normal",93467
7486,60,"RL",14464,"Inside","1Fam","2Story",8,5,2001,2001,"Gable","Gd","TA","PConc","Gd","TA","No","Unf",0,"Y",995,911,0,1985,2,1,4,1,"Gd",9,"Typ",0,NA,"Attchd","Fin",2,437,"TA","TA",0,4,2010,"Normal",163837
7508,20,"RH",8293,"Inside","1Fam","1Story",4,4,1947,1947,"Gable","Fa","Fa","CBlock","TA","Fa","No","Unf",0,"Y",882,0,0,827,1,0,2,1,"TA",4,"Typ",0,NA,"Other","Unf",1,284,"TA","TA",0,9,2009,"Normal",84582
7530,90,"RL",8255,"Inside","Duplex","1Story",3,4,1949,1944,"Gable","TA","TA","BrkTil",NA,NA,NA,NA,0,"N",1075,0,0,1056,2,0,2,2,"TA",6,"Typ",0,NA,"Detchd","Unf",2,403,"TA","TA",0,5,2006,"Normal",101128
7552,120,"RL",8758,"Inside","TwnhsE","1Story",9,5,1997,1997,"Hip","Ex","TA","PConc","Ex","TA","No","GLQ",27,"Y",1636,0,0,1652,2,0,2,1,"Ex",6,"Typ",1,"Ex","Attchd","RFn",2,545,"TA","TA",0,7,2008,"Normal",207661
7596,50,"RL",6327,"Inside","1Fam","1.5Sto",6,5,1939,1948,"Gable","TA","TA","BrkTil","TA","TA","No","Unf",0,"Y",968,610,0,1611,1,0,3,1,"Fa",6,"Typ",1,"Gd","Detchd","Unf",1,313,"TA","TA",0,10,2005,"Normal",111473
7662,160,"RL",2518,"Inside","Twnhs","2Story",7,5,2003,2001,"Gable","Gd","TA","PConc","Gd","TA","No","GLQ",565,"Y",777,843,0,1611,2,1,2,1,"Gd",6,"Typ",0,NA,"Other","RFn",2,468,"TA","TA",0,10,2008,"Normal",159408
7728,120,"RL",5285,"Inside","1Fam","1Story",7,5,1977,1977,"Gable","TA","TA","PConc","Gd","TA","Gd","GLQ",1062,"Y",1428,0,0,1472,1,1,2,1,"Gd",6,"Typ",1,"TA","Attchd","RFn",2,458,"TA","TA",0,12,2006,"Abnorml",176380
7860,120,"RM",4135,"Inside","TwnhsE","1Story",5,5,1967,1967,"Gable","TA","TA","PConc","Gd","TA","No","ALQ",910,"Y",1097,0,0,1094,1,1,3,1,"TA",6,"Typ",1,"Po","Attchd","Fin",2,522,"TA","TA",0,8,2007,"Normal",115639
7882,80,"RL",7232,"Inside","1Fam","2.5Sto",5,4,1950,1950,"Hip","TA","TA","CBlock","TA","TA","Av","BLQ",285,"Y",1406,0,0,1333,1,0,3,1,"Gd",6,"Min",0,NA,"Other","Unf",1,273,"TA","TA",0,7,2006,"Abnorml",134999
7948,50,"RL",9542,"Inside","1Fam","1.5Sto",5,5,1940,1978,"Gable","TA","TA","CBlock","TA","TA","No","LwQ",384,"Y",975,501,0,1439,1,0,3,1,"TA",8,"Typ",0,NA,"Detchd","Unf",1,235,"TA","TA",0,7,2007,"Normal",116937
7970,85,"RL",7371,"Corner","1Fam","2.5Sto",7,5,1997,1997,"Gable","Gd","TA","BrkTil",NA,NA,NA,NA,0,"Y",490,1359,0,1879,3,0,4,1,"Gd",7,"Typ",1,"Ex","Other","RFn",2,690,"TA","TA",0,7,2009,"Normal",228002
8036,70,"RM",11121,"Inside","1Fam","2Story",5,7,1920,1990,"Hip","TA","Gd","CBlock","TA","Fa","No","LwQ",461,"Y",651,686,0,1349,1,0,3,1,"TA",6,"Typ",0,NA,"Detchd","Unf",1,454,"TA","Fa",0,7,2008,"Normal",115103
8102,20,"RL",7635,"Inside","1Fam","1Story",5,6,1948,1948,"Gable","TA","TA","PConc","TA","TA","No","LwQ",549,"Y",1304,0,0,1282,1,0,2,1,"TA",7,"Typ",1,"Gd","Attchd","Fin",1,241,"TA","TA",0,3,2010,"Normal",141615
8124,20,"RL",10001,"Corner","1Fam","1Story",5,7,1959,1999,"Gable","TA","Gd","CBlock","TA","TA","No","ALQ",71,"Y",1291,0,0,1256,1,0,3,1,"Gd",7,"Typ",1,"Gd","Detchd","Fin",2,599,"TA","TA",0,3,2009,"Normal",135316
8168,50,"RL",17454,"Inside","1Fam","1.5Sto",4,4,1953,1953,"Gable","TA","TA","CBlock",NA,NA,NA,NA,0,"Y",1080,445,0,1567,2,0,4,1,"TA",7,"Min",1,"Gd","Detchd","Fin",2,655,"TA","TA",0,7,2008,"Normal",113990
8190,120,"RL",6908,"Inside","TwnhsE","1Story",6,5,1981,1981,"Gable","TA","TA","CBlock","Gd","TA","No","ALQ",635,"Y",762,0,0,775,1,0,2,1,"TA",4,"Typ",0,NA,"Attchd","Unf",1,266,"TA","TA",0,2,2009,"Normal",142103
8278,85,"RL",8806,"CulDSac","1Fam","2.5Sto",5,5,1993,1993,"Gable","Gd","TA","PConc","Gd","TA","Av","GLQ",289,"Y",959,0,0,894,1,0,2,1,"TA",5,"Typ",0,NA,"Detchd","Unf",2,585,"TA","TA",0,7,2005,"Normal",134231
8300,60,"FV",11589,"Corner","1Fam","2Story",8,5,2004,1999,"Gable","Gd","TA","PConc","Gd","TA","No","Unf",0,"Y",1609,874,0,2382,3,0,4,1,"Gd",8,"Typ",1,"Gd","Attchd","RFn",2,631,"TA","TA",0,12,2007,"Normal",265851
8410,60,"RL",9352,"Inside","1Fam","2Story",7,5,2005,2005,"Gable","Gd","TA","PConc","Gd","TA","Av","Unf",0,"Y",922,888,0,1872,2,1,3,1,"Gd",8,"Typ",0,NA,"Attchd","RFn",2,636,"TA","TA",0,4,2006,"Normal",162428
8454,60,"RL",52403,"Corner","1Fam","2Story",6,5,1985,1985,"Gable","Gd","TA","PConc","Gd","TA","Av","GLQ",944,"Y",1074,844,0,1882,2,1,3,1,"Gd",9,"Typ",2,"Fa","Attchd","Fin",2,481,"TA","TA",0,6,2006,"Normal",198906
8498,50,"RL",8593,"FR2","1Fam","1.5Sto",5,3,1910,1993,"Hip","TA","Fa","PConc","TA","TA","No","Unf",0,"Y",625,499,0,1141,1,0,5,1,"TA",8,"Typ",0,NA,NA,NA,0,0,NA,NA,0,5,2005,"Abnorml",69595
8520,80,"RL",7374,"Inside","1Fam","2.5Sto",6,6,1966,1966,"Hip","TA","TA","CBlock","TA","TA","Av","ALQ",600,"Y",1118,0,0,1072,1,0,3,1,"TA",6,"Typ",1,"Fa","Detchd","Unf",1,354,"TA","TA",0,10,2008,"Abnorml",112794
8542,20,"RL",9642,"CulDSac","1Fam","1Story",7,5,1999,1990,"Gable","Gd","TA","PConc","Gd","TA","No","Unf",0,"Y",1546,0,0,1532,2,0,3,1,"Gd",6,"Typ",0,NA,"Attchd","RFn",2,561,"TA","TA",0,7,2008,"Normal",209406
8564,60,"RL",12355,"Inside","1Fam","2Story",10,5,2007,1999,"Gable","Ex","TA","PConc","Ex","TA","Av","GLQ",1327,"Y",1738,616,0,2241,2,1,3,1,"Ex",9,"Typ",1,"Ex","Other","Fin",3,845,"TA","TA",0,8,2007,"Abnorml",371861
8630,20,"RL",8427,"Inside","1Fam","1Story",5,7,1955,1955,"Gable","TA","TA","BrkTil",NA,NA,NA,NA,0,"Y",904,0,0,845,1,0,3,1,"TA",5,"Typ",0,NA,"Attchd","RFn",1,299,"TA","TA",0,7,2007,"Normal",113778
8674,50,"RL",10522,"Inside","1Fam","1.5Sto",5,6,1940,1949,"Gable","TA","TA","CBlock","TA","TA","No","Unf",0,"Y",710,291,0,1009,1,0,2,1,"TA",5,"Typ",0,NA,"Detchd","Unf",1,249,"TA","TA",0,7,2007,"Normal",101970
8696,20,"RL",9969,"Inside","1Fam","1Story",5,6,1955,1955,"Gable","TA","TA","CBlock","TA","TA","Av","BLQ",720,"Y",1128,0,0,1197,1,0,3,1,"TA",6,"Typ",0,NA,"Attchd","Unf",1,573,"TA","TA",0,6,2009,"Normal",108291
8762,30,"RM",8964,"Corner","1Fam","1Story",5,2,1920,1949,"Gable","TA","Fa","BrkTil","Fa","Po","No","Unf",0,"Y",1024,0,0,1114,1,0,2,1,"TA",6,"Maj",0,NA,"Detchd","Unf",1,340,"Po","Po",0,11,2007,"Abnorml",51130
8828,20,"RL",8773,"Inside","1Fam","1Story",7,5,1998,1998,"Gable","Gd","TA","PConc","Gd","TA","Av","GLQ",24,"Y",1321,0,0,1327,2,0,3,1,"Gd",6,"Typ",1,"Gd","Attchd","Fin",2,390,"TA","TA",0,7,2006,"Abnorml",200392
8872,60,"RL",11979,"Corner","1Fam","2Story",8,5,1997,1997,"Hip","Gd","TA","PConc","Gd","TA","No","Unf",0,"Y",1187,1097,0,2368,2,1,4,1,"Gd",10,"Typ",1,"TA","Other","Fin",2,434,"TA","TA",0,7,2006,"Abnorml",242465
8894,60,"RL",10552,"Inside","1Fam","2Story",6,5,1995,1986,"Gable","TA","TA","PConc","Gd","TA","No","Unf",0,"Y",778,770,0,1508,2,1,3,1,"TA",7,"Typ",1,"TA","Other","Fin",2,362,"TA","TA",0,5,2006,"Normal",157791
8916,20,"RL",10227,"Corner","1Fam","1Story",4,4,1976,1984,"Gable","TA","TA","CBlock","TA","TA","No","BLQ",1139,"Y",1668,0,0,1618,2,0,3,1,"TA",8,"Min",1,"TA","Attchd","Unf",2,505,"TA","TA",0,6,2008,"Normal",152078
8960,70,"RL",16157,"Inside","1Fam","2Story",6,7,1915,1969,"Gable","TA","TA","BrkTil","Gd","TA","No","Unf",0,"Y",837,855,0,1709,2,0,4,1,"TA",8,"Typ",0,NA,"Attchd","Unf",1,300,"TA","TA",0,3,2008,"Normal",187116
9004,60,"FV",10494,"Inside","1Fam","2Story",8,5,2007,1999,"Gable","Gd","TA","PConc","Ex","TA","No","GLQ",811,"Y",1092,994,0,2072,2,1,3,1,"Ex",8,"Typ",1,"Gd","Attchd","Fin",3,860,"TA","TA",0,4,2008,"Abnorml",393148
9092,30,"RM",8551,"Inside","1Fam","1Story",5,6,1927,1948,"Gable","TA","TA","CBlock","TA","TA","No","Unf",0,"Y",980,0,0,1046,1,0,2,1,"TA",5,"Typ",1,"Gd","Detchd","Unf",2,367,"TA","TA",0,3,2009,"Normal",95859
9158,60,"RL",8026,"Inside","1Fam","2Story",6,7,1969,1969,"Hip","TA","TA","CBlock","TA","TA","No","ALQ",207,"Y",651,719,0,1402,1,1,3,1,"TA",6,"Typ",1,"TA","Attchd","Fin",2,440,"TA","TA",0,3,2005,"Normal",134507
9202,50,"RL",7940,"Inside","1Fam","1.5Sto",5,6,1940,1943,"Gable","TA","TA","BrkTil","TA","TA","No","ALQ",299,"N",778,383,0,1158,1,1,3,1,"TA",7,"Typ",0,NA,"Detchd","Unf",1,234,"TA","TA",0,4,2007,"Abnorml",126208
9290,20,"RL",21956,"Inside","1Fam","1Story",5,5,1948,1948,"Hip","TA","TA","CBlock","TA","TA","No","Unf",0,"Y",1029,0,0,955,1,0,2,1,"TA",4,"Typ",0,NA,"Attchd","RFn",2,512,"TA","TA",0,2,2008,"Normal",129615
9356,60,"RM",3391,"Inside","1Fam","2Story",7,8,1946,1991,"Gable","TA","Gd","CBlock","TA","TA","No","Unf",0,"Y",724,664,0,1453,1,1,3,1,"TA",6,"Typ",2,"Gd","Detchd","Unf",1,240,"TA","TA",0,9,2008,"Normal",134481
9422,20,"RL",6829,"Inside","1Fam","1Story",7,5,2005,2005,"Gable","Gd","TA","PConc","Gd","TA","No","GLQ",632,"Y",1258,0,0,1150,2,0,2,1,"Gd",6,"Typ",0,NA,"Attchd","RFn",2,629,"TA","TA",0,9,2006,"Abnorml",199329
9466,160,"RM",1701,"Inside","Twnhs","2Story",6,5,1970,1970,"Gable","TA","TA","CBlock","TA","TA","No","ALQ",389,"Y",473,503,0,950,1,1,2,1,"TA",4,"Typ",0,NA,"Detchd","Unf",1,252,"TA","TA",0,7,2008,"Abnorml",69256
9488,50,"RM",5821,"Inside","1Fam","1.5Sto",6,7,1920,1994,"Gable","TA","TA","BrkTil","TA","TA","No","Unf",0,"Y",1064,112,0,1207,1,0,4,1,"TA",7,"Typ",0,NA,NA,NA,0,0,NA,NA,0,9,2008,"Abnorml",99620
9532,60,"RL",11058,"Corner","1Fam","2Story",6,5,1997,1989,"Gable","TA","TA","PConc","Gd","TA","No","Unf",0,"Y",949,683,0,1648,2,1,3,1,"TA",7,"Typ",1,"TA","Attchd","Fin",2,448,"TA","TA",0,7,2007,"Normal",177825
9554,180,"RM",1908,"Inside","Twnhs","2.5Sto",4,7,1966,1966,"Gable","TA","Gd","CBlock","Gd","TA","Av","ALQ",509,"Y",625,0,0,618,1,0,1,1,"TA",3,"Typ",0,NA,NA,NA,0,0,NA,NA,0,6,2008,"Normal",74122
9598,50,"RM",4332,"Inside","1Fam","1.5Sto",6,8,1920,1942,"Gable","TA","TA","BrkTil","Fa","TA","No","Unf",0,"Y",750,377,0,1108,1,0,2,1,"TA",6,"Typ",0,NA,"Detchd","Unf",2,441,"TA","TA",0,10,2005,"Normal",95588
9642,30,"RL",4176,"Inside","1Fam","1Story",5,6,1913,1996,"Gable","TA","TA","PConc","TA","TA","No","LwQ",367,"N",671,0,0,692,1,0,2,1,"Gd",4,"Typ",1,"Gd","Detchd","Unf",1,357,"Gd","TA",0,3,2007,"Normal",85464
9730,50,"RM",6485,"Inside","1Fam","1.5Sto",5,7,1930,1982,"Gable","TA","TA","PConc","TA","TA","No","Unf",0,"Y",1140,454,0,1525,2,0,3,1,"TA",8,"Typ",1,"Gd","Detchd","Unf",2,369,"TA","TA",0,6,2007,"Normal",148298
9774,60,"RL",8943,"Inside","1Fam","2Story",7,5,1994,1992,"Gable","Gd","Gd","PConc","Gd","TA","No","GLQ",622,"Y",975,954,0,1861,2,1,4,1,"Gd",8,"Typ",1,"TA","Attchd","Unf",2,472,"TA","TA",0,7,2007,"Normal",164750
9862,50,"RM",8421,"Inside","1Fam","1.5Sto",6,6,1937,1947,"Gable","TA","TA","BrkTil","TA","TA","No","Unf",0,"Y",762,585,0,1430,2,0,3,1,"TA",7,"Typ",1,"Gd","Detchd","Unf",1,199,"TA","TA",0,6,2006,"Normal",93863
9906,30,"RM",5862,"Inside","1Fam","1Story",6,8,1930,1997,"Hip","TA","TA","BrkTil","TA","TA","No","Unf",0,"Y",775,0,0,804,1,0,2,1,"Gd",5,"Typ",0,NA,"Detchd","Unf",1,282,"Fa","Fa",0,6,2005,"Normal",93654
9928,20,"RL",73274,"Inside","1Fam","1Story",7,5,1973,1973,"Gable","TA","TA","CBlock","Gd","TA","Gd","ALQ",641,"Y",1598,0,0,1567,2,0,2,1,"Gd",5,"Typ",2,"TA","Attchd","Unf",2,577,"TA","TA",0,12,2005,"Normal",244391
10016,20,"RL",9979,"Inside","1Fam","1Story",7,6,1969,1969,"Hip","TA","TA","CBlock","TA","TA","No","ALQ",881,"Y",1301,0,0,1231,1,1,3,1,"TA",6,"Typ",1,"TA","Attchd","Unf",2,547,"TA","TA",0,9,2007,"Normal",188373
10038,70,"RM",4658,"Inside","1Fam","2Story",5,5,1916,1942,"Gable","TA","TA","BrkTil","TA","TA","No","Unf",0,"N",651,690,0,1302,1,0,4,1,"TA",7,"Typ",0,NA,"Detchd","Unf",3,532,"Fa","Fa",0,5,2007,"Abnorml",100821
10126,60,"FV",7936,"Inside","1Fam","2Story",8,5,2002,2002,"Gable","Gd","TA","PConc","Gd","TA","No","GLQ",522,"Y",843,1070,0,1957,2,1,3,1,"TA",8,"Typ",0,NA,"Other","Fin",2,569,"TA","TA",0,12,2009,"Abnorml",220673
10148,70,"RL",6938,"Inside","1Fam","2Story",7,9,1936,2000,"Gable","Gd","Gd","PConc","Gd","Gd","No","ALQ",345,"Y",586,565,0,1180,1,0,3,1,"Gd",6,"Typ",0,NA,"Detchd","RFn",2,602,"TA","TA",0,4,2008,"Normal",159177
10192,70,"RL",12223,"Inside","1Fam","2Story",6,7,1934,1990,"Hip","TA","TA","CBlock","TA","TA","No","LwQ",322,"Y",842,839,0,1738,1,1,3,1,"TA",6,"Typ",1,"Gd","Detchd","Unf",1,229,"TA","TA",0,8,2007,"Normal",147727
10214,20,"RL",8759,"Inside","1Fam","1Story",5,5,1975,1975,"Gable","TA","TA","CBlock","Gd","TA","No","LwQ",599,"Y",1033,0,0,991,2,0,3,1,"TA",5,"Typ",0,NA,NA,NA,0,0,NA,NA,0,8,2009,"Normal",120052
10236,120,"RM",3162,"Inside","TwnhsE","1Story",7,5,1997,1997,"Hip","Gd","TA","PConc","Gd","TA","No","Unf",0,"Y",1469,0,0,1388,2,0,2,1,"Gd",6,"Typ",1,"TA","Attchd","Fin",2,382,"TA","TA",0,5,2005,"Normal",202930
10302,20,"RL",11319,"Inside","1Fam","1Story",8,5,2002,2002,"Gable","Gd","TA","PConc","Gd","TA","No","Unf",0,"Y",1699,0,0,1684,2,0,3,1,"Gd",7,"Typ",1,"Gd","Attchd","RFn",3,823,"TA","TA",0,5,2007,"Normal",257398
10346,120,"RL",6854,"Corner","TwnhsE","1Story",8,5,1984,1984,"Gable","Gd","TA","PConc","Gd","TA","Av","GLQ",365,"Y",1540,0,0,1525,1,1,1,1,"Gd",4,"Typ",0,NA,"Attchd","RFn",2,514,"TA","TA",0,6,2009,"Normal",244519
10390,180,"RM",3594,"Inside","TwnhsE","2.5Sto",6,5,2000,2000,"Gable","TA","TA","PConc","Gd","TA","Gd","GLQ",457,"Y",1040,0,0,1120,1,0,2,1,"TA",5,"Typ",0,NA,"Other","RFn",2,530,"TA","TA",0,6,2008,"Normal",179639
10412,20,"RL",14822,"Inside","1Fam","1Story",8,5,2006,2005,"Gable","Gd","TA","PConc","Ex","TA","Gd","GLQ",1294,"Y",1968,0,0,2052,2,0,2,1,"Gd",7,"Typ",1,"Ex","Attchd","RFn",3,894,"TA","TA",0,7,2006,"Abnorml",548986
10434,120,"RL",5396,"Inside","TwnhsE","1Story",8,5,1990,1990,"Gable","Gd","TA","PConc","Gd","TA","Av","GLQ",1227,"Y",1672,0,0,1691,2,0,2,1,"Ex",6,"Typ",0,NA,"Attchd","RFn",2,482,"TA","TA",0,8,2007,"Normal",201050
10456,20,"RL",8160,"Corner","1Fam","1Story",5,6,1959,1959,"Hip","TA","TA","CBlock","TA","TA","No","GLQ",628,"Y",972,0,0,927,1,0,2,1,"TA",5,"Typ",0,NA,"Detchd","Unf",2,640,"TA","TA",0,7,2006,"Normal",139123
10478,20,"RL",13124,"Inside","1Fam","1Story",6,5,1997,1995,"Gable","TA","TA","PConc","Gd","TA","Gd","GLQ",983,"Y",1543,0,0,1505,2,0,3,1,"Gd",7,"Typ",1,"TA","Attchd","Fin",2,494,"TA","TA",0,4,2007,"Normal",194490
10588,20,"RL",12304,"Inside","1Fam","1Story",9,5,2003,2003,"Hip","Gd","TA","PConc","Ex","TA","Gd","GLQ",1624,"Y",1880,0,0,1795,2,0,2,1,"Ex",6,"Typ",1,"Gd","Attchd","Fin",3,848,"TA","TA",0,8,2005,"Normal",413675
10632,120,"RM",4499,"FR2","Twnhs","1Story",6,5,1990,1990,"Hip","TA","TA","PConc","Ex","TA","No","GLQ",933,"Y",1167,0,0,1232,2,0,2,1,"TA",5,"Typ",0,NA,"Attchd","Unf",2,418,"TA","TA",0,5,2006,"Normal",130779
10786,160,"RM",2618,"Inside","TwnhsE","2Story",5,6,1970,1970,"Gable","TA","TA","PConc","Gd","TA","Mn","Unf",0,"Y",628,654,0,1329,1,1,3,1,"TA",4,"Typ",1,"Gd","Other","Fin",1,329,"TA","TA",0,6,2008,"Normal",115306
10808,50,"RL",9744,"Inside","1Fam","1.5Sto",6,7,1941,1947,"Gable","TA","TA","CBlock","TA","TA","No","BLQ",387,"Y",940,618,0,1568,1,0,3,1,"Fa",5,"Typ",2,"TA","Attchd","Unf",1,245,"TA","TA",0,8,2006,"Normal",134300
10852,20,"RL",7965,"Inside","1Fam","1Story",5,6,1956,1956,"Gable","TA","TA","CBlock","TA","TA","No","BLQ",382,"Y",1296,0,0,1208,1,1,3,1,"TA",6,"Typ",1,"Fa","Detchd","Unf",1,321,"TA","TA",0,6,2007,"Normal",141759
10874,30,"RM",6062,"Inside","1Fam","1Story",5,8,1938,1994,"Gable","TA","TA","BrkTil","Fa","TA","No","Unf",0,"Y",857,0,0,908,1,0,2,1,"TA",4,"Typ",0,NA,"Attchd","Unf",1,268,"TA","TA",0,12,2009,"Normal",102904
10896,30,"C",7887,"Inside","1Fam","1Story",4,5,1920,1943,"Gable","TA","TA","CBlock","TA","TA","No","LwQ",474,"N",685,0,0,729,1,0,2,1,"TA",4,"Typ",0,NA,NA,NA,0,0,NA,NA,0,11,2008,"Abnorml",35736
10940,50,"RL",9018,"Inside","1Fam","1.5Sto",7,6,1925,1947,"Gable","TA","Gd","PConc","TA","TA","No","LwQ",337,"Y",1103,657,0,1908,2,0,4,1,"TA",8,"Typ",0,NA,"Detchd","Unf",1,250,"TA","TA",0,6,2007,"Normal",156681
10984,20,"RL",7303,"Inside","1Fam","1Story",5,7,1958,1979,"Gable","TA","TA","CBlock","TA","TA","No","BLQ",112,"Y",911,0,0,884,1,0,2,1,"TA",5,"Typ",0,NA,"Attchd","Fin",1,294,"TA","TA",0,6,2006,"Normal",92200
11072,20,"RL",16300,"Inside","1Fam","1Story",7,8,1959,1996,"Gable","TA","TA","CBlock","TA","TA","No","ALQ",1219,"Y",1882,0,0,1814,2,0,1,1,"TA",6,"Typ",2,"TA","Attchd","Fin",2,491,"TA","TA",0,3,2009,"Normal",233972
11160,20,"FV",7748,"Inside","1Fam","1Story",6,5,2004,2004,"Gable","Gd","TA","PConc","Gd","TA","No","GLQ",27,"Y",1267,0,0,1168,2,0,2,1,"Gd",4,"Typ",0,NA,"Attchd","Fin",2,675,"TA","TA",0,9,2008,"Abnorml",255046
11248,120,"RL",7127,"Inside","TwnhsE","1Story",7,5,2005,2005,"Gable","Gd","TA","PConc","Gd","TA","No","Unf",0,"Y",1395,0,0,1372,2,0,2,1,"Gd",6,"Typ",1,"Gd","Attchd","RFn",2,490,"TA","TA",0,3,2006,"Abnorml",239356
11424,70,"RL",10809,"Inside","1Fam","2Story",7,9,1926,1994,"Hip","Gd","TA","BrkTil","Gd","TA","No","Unf",0,"Y",1301,829,0,2122,1,1,3,1,"Gd",9,"Typ",2,"Gd","Detchd","Unf",1,291,"TA","TA",0,6,2009,"Normal",203614
11490,50,"RM",5105,"Corner","1Fam","1.5Sto",6,7,1947,1940,"Gable","TA","Gd","CBlock","TA","TA","No","ALQ",387,"Y",1016,639,0,1731,2,0,3,1,"TA",7,"Typ",2,"Gd","Detchd","Unf",2,399,"TA","TA",0,10,2005,"Normal",152640
11512,60,"RL",38413,"Inside","1Fam","2Story",10,5,2007,2004,"Hip","Ex","TA","PConc","Ex","TA","Gd","GLQ",2367,"Y",3271,1482,0,4550,3,1,3,1,"Ex",11,"Typ",1,"Gd","Other","Fin",3,843,"TA","TA",0,10,2006,"Abnorml",146053
11534,60,"RL",12034,"Inside","1Fam","2Story",7,5,1996,1992,"Gable","Gd","TA","PConc","Gd","TA","No","GLQ",694,"Y",1332,1034,0,2384,2,1,3,1,"Gd",8,"Typ",1,"TA","Attchd","Fin",3,850,"TA","TA",0,8,2007,"Normal",343371
11556,20,"FV",7294,"Inside","1Fam","1Story",7,5,2003,2003,"Gable","Gd","TA","PConc","Gd","TA","No","Unf",0,"Y",1215,0,0,1307,2,0,3,1,"Gd",6,"Typ",1,"TA","Attchd","Unf",2,445,"TA","TA",0,4,2006,"Normal",171106
11600,60,"RL",14561,"Inside","1Fam","2Story",9,5,2006,2006,"Hip","Ex","TA","PConc","Ex","TA","Av","GLQ",1382,"Y",1489,1191,0,2642,2,1,3,1,"Ex",11,"Typ",1,"Gd","Attchd","Fin",3,828,"TA","TA",0,11,2008,"Abnorml",480119
11754,60,"RL",8721,"Inside","1Fam","2Story",8,5,1994,1994,"Gable","Gd","TA","PConc","Ex","Gd","Av","Unf",0,"Y",699,702,0,1471,2,1,3,1,"Gd",6,"Typ",1,"Gd","Attchd","Fin",2,394,"TA","TA",0,10,2005,"Normal",134053
11820,20,"RL",12480,"FR2","1Fam","1Story",4,5,1962,1962,"Hip","TA","TA","CBlock","TA","TA","No","BLQ",607,"Y",838,0,0,871,1,0,3,1,"TA",5,"Typ",0,NA,"Detchd","Unf",2,567,"TA","TA",0,4,2007,"Normal",121519
11842,20,"RL",11752,"Inside","1Fam","1Story",5,5,1959,1959,"Hip","TA","TA","CBlock","TA","TA","No","BLQ",699,"Y",1121,0,0,1160,1,1,3,1,"TA",7,"Typ",1,"Fa","Attchd","Unf",1,329,"TA","TA",0,7,2005,"Normal",126355
11908,60,"RL",11158,"FR2","1Fam","2Story",8,5,1998,1998,"Gable","Gd","TA","PConc","Gd","TA","No","Unf",0,"Y",999,1255,0,2384,2,1,4,1,"Gd",8,"Typ",1,"TA","Other","Fin",3,676,"TA","TA",0,6,2006,"Normal",284933
12018,50,"RL",8552,"Inside","1Fam","1.5Sto",6,7,1923,1947,"Gable","TA","TA","BrkTil","Gd","TA","No","LwQ",294,"Y",871,695,0,1639,1,1,3,1,"TA",6,"Typ",1,"Gd","Detchd","Unf",2,444,"TA","TA",0,5,2006,"Normal",215899
12128,20,"RM",6232,"Inside","1Fam","1Story",5,6,1952,1952,"Hip","TA","TA","CBlock","TA","TA","No","LwQ",295,"Y",954,0,0,895,1,0,3,1,"TA",5,"Typ",0,NA,"Attchd","Fin",1,292,"TA","TA",0,6,2008,"Normal",134667
12150,20,"RL",10954,"Inside","1Fam","1Story",8,5,2000,2000,"Gable","Gd","TA","PConc","Ex","TA","Av","Unf",0,"Y",1710,0,0,1692,2,0,3,1,"Gd",7,"Typ",1,"Gd","Attchd","RFn",3,868,"TA","TA",0,7,2009,"Normal",201651
12238,20,"RL",15372,"Inside","1Fam","1Story",5,5,1953,1953,"Gable","TA","TA","CBlock","TA","TA","No","LwQ",893,"Y",1094,0,0,1088,1,0,2,1,"TA",6,"Typ",1,"TA","Attchd","Fin",1,290,"TA","TA",0,5,2005,"Normal",154389
12304,120,"RL",3101,"Inside","TwnhsE","1Story",7,5,2003,1999,"Gable","Gd","TA","PConc","Gd","TA","Gd","Unf",0,"Y",1500,0,0,1504,2,0,2,1,"Gd",7,"Typ",1,"TA","Attchd","Fin",2,415,"TA","TA",0,10,2006,"Normal",282854
12326,20,"RL",11052,"Inside","1Fam","1Story",5,6,1957,1990,"Hip","TA","TA","CBlock","Gd","TA","No","ALQ",1315,"Y",1389,0,0,1400,1,1,3,1,"TA",5,"Mod",1,"Gd","Detchd","Unf",2,531,"TA","TA",0,5,2010,"Normal",144939
